"","CDC11","SWI4","CDC10","SPT16","SWI4_SWI6","ACT1","HTB1","HO","CAF4","MBP1_SWI6","PHO2","CTS1","ACE2","TRP4","LEU2","FLO1","CLB5","CLB6","FLO10","SNF6","PCL1","PHO5","GAL1","LEU3","SIN3","STE6","HDA1_TUP1","TUP1","EGT2","CLN2","FUS1","UME6","RAD5","CHO2","INO2_INO4","RNR3","SUC2","MEK1","LEU4","CAF16","CDC6","PHO4","POX1","ADH2","PHO84","CAR1","ALPHA1","FAS1","SPT21","MIG1"
"1",0.491639470849389,0.268735664150887,0.573638105893595,0.21199715626426,0.259986361923078,0.471138337650989,0.391283904597984,0.442948247238052,0.991520362906158,0.0296072952914983,0.760571020189673,0.734997936333976,0.894752688938752,0.866610089793416,0.70857680925534,0.0961392688431577,0.0926966282671345,0.0791650966674779,0.066693343983736,0.6514202428516,0.498548868905925,0.798950346697111,0.00565347011487719,0.737617418868467,0.739922228036448,0.425104885525839,0.442429844290018,0.751398048829287,0.961799977048841,0.41777014246026,0.877604535867233,0.699954698560759,0.116326458115214,0.919463765201499,0.897625095559073,0.12636003598571,0.159806524314256,0.122790973026555,0.906122764277699,0.491471743909642,0.0447352590973884,0.744692651787773,0.18147893362517,0.813558624909498,0.915247819550745,0.0982908497375108,0.114674219056688,0.956980355982786,0.29477078653872,0.848175599472597
"2",0.834232300429756,0.656632445961094,0.875018570210768,0.281018207082525,0.697719798765004,0.564129126700705,0.482905086235912,0.459989435103195,0.304064605152234,0.596556392498314,0.403443607501686,0.664975439882855,0.24379071011208,0.580387165700324,0.453407517511367,0.333159902602515,0.8319725837109,0.806444665045439,0.251302252212834,0.75620928988792,0.838019469330397,0.649777544059875,0.00956085707221612,0.108490942511708,0.891509057488292,0.503796695939314,0.718981792917475,0.596556392498314,0.488434036898223,0.667683037328059,0.953938568301848,0.957542219664901,0.864494174827241,0.99082173190351,0.987583255144162,0.228185095675712,0.133484185658849,0.0142725850855434,0.479637192877535,0.695935394847766,0.653346036943066,0.718981792917475,0.0224197735938224,0.69754678844261,0.904510402466586,0.0111496095488258,0.209338892138291,0.995068802286997,0.0231487969867885,0.788051495328546
"3",0.820840497915066,0.635167592078604,0.864386113566064,0.474911894649267,0.672612570728818,0.749681988009145,0.683644937948069,0.581740473983048,0.546270290389657,0.310317714931443,0.689682285068557,0.787493165310438,0.478370223427191,0.8196731132395,0.831887569159562,0.131964558756492,0.601064115726156,0.559048271278992,0.0926709281704947,0.521629776572809,0.824869390510879,0.676645261971311,0.0202157028355011,0.685083081945777,0.314916918054223,0.450313540916367,0.525088105350733,0.310317714931443,0.730893947318481,0.751770238179816,0.536719553584154,0.735368142835796,0.660014426038512,0.931257577948018,0.911745647197153,0.492796447156806,0.269761618370974,0.105155358049771,0.87664351899084,0.453729709610343,0.387481550406031,0.525088105350733,0.156922211720952,0.712601143185573,0.803670767299095,0.0838377158924944,0.465270121359724,0.963249235754809,0.318914002273232,0.203653817530721
"4",0.984159420488741,0.959363812879481,0.988562657613743,0.94746428495273,0.967496440694048,0.983530682445033,0.977319459601545,0.375519517703511,0.669431650079787,0.850841239327565,0.149158760672435,0.979603873986994,0.919306125724688,0.263915818647051,0.940634551029641,0.658394904095781,0.950251651562712,0.94142844053532,0.564242516812611,0.0806938742753118,0.984584612175683,0.302382704070451,0.0166479941677682,0.690944590605795,0.309055409394205,0.282216552203823,0.0525357150472699,0.850841239327565,0.9712149726087,0.980714885387874,0.529923033787592,0.482391504803672,0.960954791127688,0.825196227739756,0.793739364198236,0.0711825252807917,0.229629377481678,0.259471637591363,0.622795789026462,0.330568349920213,0.476260240585129,0.0525357150472699,0.35690695833632,0.414612236047402,0.170323527609106,0.214364381450391,0.0642244146846759,0.907091626544532,0.0891360905952751,0.0855739151593298
"5",0.987991954893272,0.969006570748383,0.991339230019684,0.999986556125805,0.976454788219636,0.999995940015213,0.999994373311315,0.388240089088451,0.945586176589131,0.851226417114958,0.148773582885042,0.900313899921972,0.587939343415201,0.263326014080856,0.915747921633138,0.659077916318168,0.95039508493979,0.941595749284053,0.56498939973327,0.412060656584799,0.988315495332142,0.450559994412753,0.0196510385110196,0.561622059904039,0.438377940095961,0.330294222570622,1.34438741951071e-05,0.851226417114958,0.80863873517889,0.994869469867433,0.66298539071816,0.0080976530443877,0.961068629722625,0.199878209973824,0.309909119945992,0.070981909571938,0.24328654230174,0.975609548613546,0.586406573290659,0.0544138234108687,0.581545765267185,1.34438741951071e-05,0.984461484808141,0.811243606419721,4.97717293939024e-05,0.968894511435279,0.0640420570863227,0.532571539913589,0.670150583842769,0.965813231654465
"6",0.885984241455163,0.747016113493543,0.915329584263843,0.410502383252606,0.778256201521907,0.697509184639388,0.62460046719306,0.465138315446927,0.530203216243535,0.655073950299993,0.344926049700007,0.8182862414287,0.483719860436395,0.51851201346469,0.467577869678135,0.390872379478134,0.864121626638071,0.842553689517549,0.301240446407616,0.516280139563605,0.888746749563889,0.764158239090472,0.0260437262523658,0.0686890815850346,0.931310918414965,0.486061826082701,0.589497616747394,0.655073950299993,0.735087970269364,0.756663562586013,0.971567484189813,0.418880823533982,0.891234264857301,0.787661260338253,0.75622152422815,0.187114632074001,0.3052338581625,0.31178010692006,0.404683165032364,0.469796783756465,0.564426165843254,0.589497616747394,0.417776450681866,0.873510162123368,0.841688963334684,0.260781718459879,0.170909372881298,0.887263578998332,0.488004908896983,0.0880741304717958
"7",0.83688031936332,0.660964513498241,0.877111033674438,0.38934624614194,0.701600071187292,0.678588492867307,0.603710359280822,0.488212786734179,0.283251378918067,0.443916455609724,0.556083544390276,0.788311977014819,0.460515381302684,0.719257623478118,0.827838660254344,0.21242879465753,0.727753227817275,0.69224855755145,0.153410554369129,0.539484618697316,0.840618549088562,0.50863145886482,0.0339259987549836,0.838952620979398,0.161047379020601,0.270030059808952,0.61065375385806,0.443916455609724,0.716561303227581,0.723687674879266,0.326055260455505,0.201033586403355,0.774990948538839,0.592322577226585,0.586653046109569,0.353847750317825,0.225406826870544,0.564800312883388,0.87190056046854,0.716748621081933,0.478918307908827,0.61065375385806,0.672732415114034,0.491848451078505,0.853087003350376,0.502641972101215,0.32904759628923,0.782647406072593,0.0199456922709942,0.278615313582122
"8",0.750962728041165,0.533985494937548,0.807509637179573,0.662924049887806,0.529376867074373,0.866886494510924,0.824532455068542,0.706274025795772,0.0802141118329018,0.0791920972988011,0.920807902701199,0.823695232097876,0.738569827517495,0.959646038137215,0.713630481856731,0.0282380720456399,0.22359469746753,0.19506320251844,0.0191486079971998,0.261430172482505,0.756096091305681,0.723369698076994,0.0584194593432849,0.240854640491307,0.759145359508693,0.83042405224733,0.337075950112194,0.0791920972988011,0.893241183462056,0.766937474986548,0.888188945657158,0.431713106343523,0.270639183994738,0.795737208523857,0.764130862678553,0.835610549897952,0.244491831361559,0.300626872651332,0.74062621506815,0.919785888167098,0.119081403501967,0.337075950112194,0.405063150334634,0.713057037175985,0.653080529539239,0.250788041071338,0.819889197525775,0.891531121086643,0.23360757692717,0.207361993379891
"9",0.924806444260309,0.823743285915688,0.944782477832608,0.465017307782546,0.84262883323648,0.742153938524087,0.674991878189727,0.36411364327152,0.546000031055883,0.854363075224683,0.145636924775317,0.799688086929098,0.406346824020147,0.258507653138894,0.853751748839032,0.664669823934558,0.951559907402751,0.942954795487263,0.571120329640214,0.593653175979853,0.926706136795973,0.572622163402921,0.0206093173556187,0.814554406795651,0.185445593204349,0.211859432457693,0.534982692217454,0.854363075224683,0.669660007802588,0.798085651136175,0.364588085113272,0.574438905110583,0.961992839206427,0.870459699930127,0.841750124686914,0.0693517424165931,0.305682652326885,0.194792537310329,0.647076394222637,0.453999968944117,0.661740945522038,0.534982692217454,0.277025852393113,0.7606319699563,0.809862915879757,0.158522310391364,0.0625605375030524,0.931010938574197,0.747883097268641,0.147051751380786
"10",0.611286741335303,0.374050862464261,0.68630041265673,0.00611327518709004,0.449705279977634,0.0199611003949914,0.0144835782203563,0.35345714392076,0.0097297509200871,0.573262521764264,0.426737478235736,0.646410115596271,0.344624209450558,0.603561078019798,0.406192582485355,0.312192282380376,0.818127160573468,0.791024105338274,0.233681059060177,0.655375790549442,0.617834035267995,0.672758747995963,0.0162543545124132,0.47694218182005,0.52305781817995,0.436117717518787,0.99388672481291,0.573262521764264,0.608969288961799,0.377855345583765,0.734323668784406,0.549050841480494,0.852854570450161,0.85889688271188,0.829176704887714,0.245524637181142,0.0887582571941694,0.211481874699383,0.726560996585063,0.990270249079913,0.591101271181314,0.99388672481291,0.29815191290762,0.692961493397473,0.998341398447488,0.17277088122564,0.225665052376566,0.924896783456801,0.109844797058031,0.968998480821028
